,Model##other##,Description##other##,Left Storage Tower##other##,Right Storage Tower##other##,Has Left Double Doors##other##,Has Right Double Doors##other##
"Left Upper Shelves & Box Box File Pedestal, Double Doors, Right Full Wardrobe, Double Doors",ZXDS108903DDDD4N,"Stor Wall w/Dbl Stor Int,108""wx90""h,Up Shlvs & BBF Ped-L Twr Stor,Dbl Drs-L Int Stor,Dbl Drs-R Int Stor,Up Shlvs & Full Wdrb-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Upper Shelves & Box/Box/File Pedestal,Storage-Unit-Teknion-Tower : Full Wardrobe,1,1
"Left Upper Shelves & Box Box File Pedestal, Double Doors, Right Upper Wardrobe & Lower Door, Double Doors",ZXDS108903DDDD5N,"Stor Wall w/Dbl Stor Int,108""wx90""h,Up Shlvs & BBF Ped-L Twr Stor,Dbl Drs-L Int Stor,Dbl Drs-R Int Stor,Up Wdrb & Low Dr-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Upper Shelves & Box/Box/File Pedestal,Storage-Unit-Teknion-Tower : Upper Wardrobe & Lower Door,1,1
"Left Upper Shelves & Box Box File Pedestal, Double Doors, Right Upper Wardrobe & File File Pedestal, Double Doors",ZXDS108903DDDD6N,"Stor Wall w/Dbl Stor Int,108""wx90""h,Up Shlvs & BBF Ped-L Twr Stor,Dbl Drs-L Int Stor,Dbl Drs-R Int Stor,Up Wdrb & FF Ped-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Upper Shelves & Box/Box/File Pedestal,Storage-Unit-Teknion-Tower : Upper Wardrobe & File/File Pedestal,1,1
"Left Upper Shelves & Box Box File Pedestal, Double Doors, Right Upper Wardrobe & Box Box File Pedestal, Double Doors",ZXDS108903DDDD7N,"Stor Wall w/Dbl Stor Int,108""wx90""h,Up Shlvs & BBF Ped-L Twr Stor,Dbl Drs-L Int Stor,Dbl Drs-R Int Stor,Up Wdrb & BBF Ped-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Upper Shelves & Box/Box/File Pedestal,Storage-Unit-Teknion-Tower : Upper Wardrobe & Box/Box/File Pedestal,1,1
"Left Upper Shelves & Box Box File Pedestal, Double Doors, Right Upper Shelves & Lower Door, File File",ZXDS108903DDFF1N,"Stor Wall w/Dbl Stor Int,108""wx90""h,Up Shlvs & BBF Ped-L Twr Stor,Dbl Drs-L Int Stor,FF-R Int Stor,Up Shlvs & Low Dr-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Upper Shelves & Box/Box/File Pedestal,Storage-Unit-Teknion-Tower : Upper Shelves & Lower Door,1,0
"Left Upper Shelves & Box Box File Pedestal, Double Doors, Right Upper Shelves & File File Pedestal, File File",ZXDS108903DDFF2N,"Stor Wall w/Dbl Stor Int,108""wx90""h,Up Shlvs & BBF Ped-L Twr Stor,Dbl Drs-L Int Stor,FF-R Int Stor,Up Shlvs & FF Ped-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Upper Shelves & Box/Box/File Pedestal,Storage-Unit-Teknion-Tower : Upper Shelves & File/File Pedestal,1,0
"Left Upper Shelves & Box Box File Pedestal, Double Doors, Right Upper Shelves & Box Box File Pedestal, File File",ZXDS108903DDFF3N,"Stor Wall w/Dbl Stor Int,108""wx90""h,Up Shlvs & BBF Ped-L Twr Stor,Dbl Drs-L Int Stor,FF-R Int Stor,Up Shlvs & BBF Ped-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Upper Shelves & Box/Box/File Pedestal,Storage-Unit-Teknion-Tower : Upper Shelves & Box/Box/File Pedestal,1,0
"Left Upper Shelves & Box Box File Pedestal, Double Doors, Right Full Wardrobe, File File",ZXDS108903DDFF4N,"Stor Wall w/Dbl Stor Int,108""wx90""h,Up Shlvs & BBF Ped-L Twr Stor,Dbl Drs-L Int Stor,FF-R Int Stor,Up Shlvs & Full Wdrb-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Upper Shelves & Box/Box/File Pedestal,Storage-Unit-Teknion-Tower : Full Wardrobe,1,0
"Left Upper Shelves & Box Box File Pedestal, Double Doors, Right Upper Wardrobe & Lower Door, File File",ZXDS108903DDFF5N,"Stor Wall w/Dbl Stor Int,108""wx90""h,Up Shlvs & BBF Ped-L Twr Stor,Dbl Drs-L Int Stor,FF-R Int Stor,Up Wdrb & Low Dr-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Upper Shelves & Box/Box/File Pedestal,Storage-Unit-Teknion-Tower : Upper Wardrobe & Lower Door,1,0
"Left Upper Shelves & Box Box File Pedestal, Double Doors, Right Upper Wardrobe & File File Pedestal, File File",ZXDS108903DDFF6N,"Stor Wall w/Dbl Stor Int,108""wx90""h,Up Shlvs & BBF Ped-L Twr Stor,Dbl Drs-L Int Stor,FF-R Int Stor,Up Wdrb & FF Ped-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Upper Shelves & Box/Box/File Pedestal,Storage-Unit-Teknion-Tower : Upper Wardrobe & File/File Pedestal,1,0
"Left Upper Shelves & Box Box File Pedestal, Double Doors, Right Upper Wardrobe & Box Box File Pedestal, File File",ZXDS108903DDFF7N,"Stor Wall w/Dbl Stor Int,108""wx90""h,Up Shlvs & BBF Ped-L Twr Stor,Dbl Drs-L Int Stor,FF-R Int Stor,Up Wdrb & BBF Ped-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Upper Shelves & Box/Box/File Pedestal,Storage-Unit-Teknion-Tower : Upper Wardrobe & Box/Box/File Pedestal,1,0
"Left Upper Shelves & Box Box File Pedestal, File File, Right Upper Shelves & Lower Door, Double Doors",ZXDS108903FFDD1N,"Stor Wall w/Dbl Stor Int,108""wx90""h,Up Shlvs & BBF Ped-L Twr Stor,FF-L Int Stor,Dbl Drs-R Int Stor,Up Shlvs & Low Dr-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Upper Shelves & Box/Box/File Pedestal,Storage-Unit-Teknion-Tower : Upper Shelves & Lower Door,0,1
"Left Upper Shelves & Box Box File Pedestal, File File, Right Upper Shelves & File File Pedestal, Double Doors",ZXDS108903FFDD2N,"Stor Wall w/Dbl Stor Int,108""wx90""h,Up Shlvs & BBF Ped-L Twr Stor,FF-L Int Stor,Dbl Drs-R Int Stor,Up Shlvs & FF Ped-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Upper Shelves & Box/Box/File Pedestal,Storage-Unit-Teknion-Tower : Upper Shelves & File/File Pedestal,0,1
"Left Upper Shelves & Box Box File Pedestal, File File, Right Upper Shelves & Box Box File Pedestal, Double Doors",ZXDS108903FFDD3N,"Stor Wall w/Dbl Stor Int,108""wx90""h,Up Shlvs & BBF Ped-L Twr Stor,FF-L Int Stor,Dbl Drs-R Int Stor,Up Shlvs & BBF Ped-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Upper Shelves & Box/Box/File Pedestal,Storage-Unit-Teknion-Tower : Upper Shelves & Box/Box/File Pedestal,0,1
"Left Upper Shelves & Box Box File Pedestal, File File, Right Full Wardrobe, Double Doors",ZXDS108903FFDD4N,"Stor Wall w/Dbl Stor Int,108""wx90""h,Up Shlvs & BBF Ped-L Twr Stor,FF-L Int Stor,Dbl Drs-R Int Stor,Up Shlvs & Full Wdrb-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Upper Shelves & Box/Box/File Pedestal,Storage-Unit-Teknion-Tower : Full Wardrobe,0,1
"Left Upper Shelves & Box Box File Pedestal, File File, Right Upper Wardrobe & Lower Door, Double Doors",ZXDS108903FFDD5N,"Stor Wall w/Dbl Stor Int,108""wx90""h,Up Shlvs & BBF Ped-L Twr Stor,FF-L Int Stor,Dbl Drs-R Int Stor,Up Wdrb & Low Dr-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Upper Shelves & Box/Box/File Pedestal,Storage-Unit-Teknion-Tower : Upper Wardrobe & Lower Door,0,1
"Left Upper Shelves & Box Box File Pedestal, File File, Right Upper Wardrobe & File File Pedestal, Double Doors",ZXDS108903FFDD6N,"Stor Wall w/Dbl Stor Int,108""wx90""h,Up Shlvs & BBF Ped-L Twr Stor,FF-L Int Stor,Dbl Drs-R Int Stor,Up Wdrb & FF Ped-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Upper Shelves & Box/Box/File Pedestal,Storage-Unit-Teknion-Tower : Upper Wardrobe & File/File Pedestal,0,1
"Left Upper Shelves & Box Box File Pedestal, File File, Right Upper Wardrobe & Box Box File Pedestal, Double Doors",ZXDS108903FFDD7N,"Stor Wall w/Dbl Stor Int,108""wx90""h,Up Shlvs & BBF Ped-L Twr Stor,FF-L Int Stor,Dbl Drs-R Int Stor,Up Wdrb & BBF Ped-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Upper Shelves & Box/Box/File Pedestal,Storage-Unit-Teknion-Tower : Upper Wardrobe & Box/Box/File Pedestal,0,1
"Left Upper Shelves & Box Box File Pedestal, File File, Right Upper Shelves & Lower Door, File File",ZXDS108903FFFF1N,"Stor Wall w/Dbl Stor Int,108""wx90""h,Up Shlvs & BBF Ped-L Twr Stor,FF-L Int Stor,FF-R Int Stor,Up Shlvs & Low Dr-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Upper Shelves & Box/Box/File Pedestal,Storage-Unit-Teknion-Tower : Upper Shelves & Lower Door,0,0
"Left Upper Shelves & Box Box File Pedestal, File File, Right Upper Shelves & File File Pedestal, File File",ZXDS108903FFFF2N,"Stor Wall w/Dbl Stor Int,108""wx90""h,Up Shlvs & BBF Ped-L Twr Stor,FF-L Int Stor,FF-R Int Stor,Up Shlvs & FF Ped-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Upper Shelves & Box/Box/File Pedestal,Storage-Unit-Teknion-Tower : Upper Shelves & File/File Pedestal,0,0
"Left Upper Shelves & Box Box File Pedestal, File File, Right Upper Shelves & Box Box File Pedestal, File File",ZXDS108903FFFF3N,"Stor Wall w/Dbl Stor Int,108""wx90""h,Up Shlvs & BBF Ped-L Twr Stor,FF-L Int Stor,FF-R Int Stor,Up Shlvs & BBF Ped-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Upper Shelves & Box/Box/File Pedestal,Storage-Unit-Teknion-Tower : Upper Shelves & Box/Box/File Pedestal,0,0
"Left Upper Shelves & Box Box File Pedestal, File File, Right Full Wardrobe, File File",ZXDS108903FFFF4N,"Stor Wall w/Dbl Stor Int,108""wx90""h,Up Shlvs & BBF Ped-L Twr Stor,FF-L Int Stor,FF-R Int Stor,Up Shlvs & Full Wdrb-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Upper Shelves & Box/Box/File Pedestal,Storage-Unit-Teknion-Tower : Full Wardrobe,0,0
"Left Upper Shelves & Box Box File Pedestal, File File, Right Upper Wardrobe & Lower Door, File File",ZXDS108903FFFF5N,"Stor Wall w/Dbl Stor Int,108""wx90""h,Up Shlvs & BBF Ped-L Twr Stor,FF-L Int Stor,FF-R Int Stor,Up Wdrb & Low Dr-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Upper Shelves & Box/Box/File Pedestal,Storage-Unit-Teknion-Tower : Upper Wardrobe & Lower Door,0,0
"Left Upper Shelves & Box Box File Pedestal, File File, Right Upper Wardrobe & File File Pedestal, File File",ZXDS108903FFFF6N,"Stor Wall w/Dbl Stor Int,108""wx90""h,Up Shlvs & BBF Ped-L Twr Stor,FF-L Int Stor,FF-R Int Stor,Up Wdrb & FF Ped-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Upper Shelves & Box/Box/File Pedestal,Storage-Unit-Teknion-Tower : Upper Wardrobe & File/File Pedestal,0,0
"Left Upper Shelves & Box Box File Pedestal, File File, Right Upper Wardrobe & Box Box File Pedestal, File File",ZXDS108903FFFF7N,"Stor Wall w/Dbl Stor Int,108""wx90""h,Up Shlvs & BBF Ped-L Twr Stor,FF-L Int Stor,FF-R Int Stor,Up Wdrb & BBF Ped-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Upper Shelves & Box/Box/File Pedestal,Storage-Unit-Teknion-Tower : Upper Wardrobe & Box/Box/File Pedestal,0,0
"Left Full Wardrobe, Double Doors, Right Upper Shelves & Lower Door, Double Doors",ZXDS108904DDDD1N,"Stor Wall w/Dbl Stor Int,108""wx90""h,Full Wdrb-L Twr Stor,Dbl Drs-L Int Stor,Dbl Drs-R Int Stor,Up Shlvs & Low Dr-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Full Wardrobe,Storage-Unit-Teknion-Tower : Upper Shelves & Lower Door,1,1
"Left Full Wardrobe, Double Doors, Right Upper Shelves & File File Pedestal, Double Doors",ZXDS108904DDDD2N,"Stor Wall w/Dbl Stor Int,108""wx90""h,Full Wdrb-L Twr Stor,Dbl Drs-L Int Stor,Dbl Drs-R Int Stor,Up Shlvs & FF Ped-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Full Wardrobe,Storage-Unit-Teknion-Tower : Upper Shelves & File/File Pedestal,1,1
"Left Full Wardrobe, Double Doors, Right Upper Shelves & Box Box File Pedestal, Double Doors",ZXDS108904DDDD3N,"Stor Wall w/Dbl Stor Int,108""wx90""h,Full Wdrb-L Twr Stor,Dbl Drs-L Int Stor,Dbl Drs-R Int Stor,Up Shlvs & BBF Ped-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Full Wardrobe,Storage-Unit-Teknion-Tower : Upper Shelves & Box/Box/File Pedestal,1,1
"Left Full Wardrobe, Double Doors, Right Full Wardrobe, Double Doors",ZXDS108904DDDD4N,"Stor Wall w/Dbl Stor Int,108""wx90""h,Full Wdrb-L Twr Stor,Dbl Drs-L Int Stor,Dbl Drs-R Int Stor,Up Shlvs & Full Wdrb-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Full Wardrobe,Storage-Unit-Teknion-Tower : Full Wardrobe,1,1
"Left Full Wardrobe, Double Doors, Right Upper Wardrobe & Lower Door, Double Doors",ZXDS108904DDDD5N,"Stor Wall w/Dbl Stor Int,108""wx90""h,Full Wdrb-L Twr Stor,Dbl Drs-L Int Stor,Dbl Drs-R Int Stor,Up Wdrb & Low Dr-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Full Wardrobe,Storage-Unit-Teknion-Tower : Upper Wardrobe & Lower Door,1,1
"Left Full Wardrobe, Double Doors, Right Upper Wardrobe & File File Pedestal, Double Doors",ZXDS108904DDDD6N,"Stor Wall w/Dbl Stor Int,108""wx90""h,Full Wdrb-L Twr Stor,Dbl Drs-L Int Stor,Dbl Drs-R Int Stor,Up Wdrb & FF Ped-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Full Wardrobe,Storage-Unit-Teknion-Tower : Upper Wardrobe & File/File Pedestal,1,1
"Left Full Wardrobe, Double Doors, Right Upper Wardrobe & Box Box File Pedestal, Double Doors",ZXDS108904DDDD7N,"Stor Wall w/Dbl Stor Int,108""wx90""h,Full Wdrb-L Twr Stor,Dbl Drs-L Int Stor,Dbl Drs-R Int Stor,Up Wdrb & BBF Ped-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Full Wardrobe,Storage-Unit-Teknion-Tower : Upper Wardrobe & Box/Box/File Pedestal,1,1
"Left Full Wardrobe, Double Doors, Right Upper Shelves & Lower Door, File File",ZXDS108904DDFF1N,"Stor Wall w/Dbl Stor Int,108""wx90""h,Full Wdrb-L Twr Stor,Dbl Drs-L Int Stor,FF-R Int Stor,Up Shlvs & Low Dr-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Full Wardrobe,Storage-Unit-Teknion-Tower : Upper Shelves & Lower Door,1,0
"Left Full Wardrobe, Double Doors, Right Upper Shelves & File File Pedestal, File File",ZXDS108904DDFF2N,"Stor Wall w/Dbl Stor Int,108""wx90""h,Full Wdrb-L Twr Stor,Dbl Drs-L Int Stor,FF-R Int Stor,Up Shlvs & FF Ped-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Full Wardrobe,Storage-Unit-Teknion-Tower : Upper Shelves & File/File Pedestal,1,0
"Left Full Wardrobe, Double Doors, Right Upper Shelves & Box Box File Pedestal, File File",ZXDS108904DDFF3N,"Stor Wall w/Dbl Stor Int,108""wx90""h,Full Wdrb-L Twr Stor,Dbl Drs-L Int Stor,FF-R Int Stor,Up Shlvs & BBF Ped-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Full Wardrobe,Storage-Unit-Teknion-Tower : Upper Shelves & Box/Box/File Pedestal,1,0
"Left Full Wardrobe, Double Doors, Right Full Wardrobe, File File",ZXDS108904DDFF4N,"Stor Wall w/Dbl Stor Int,108""wx90""h,Full Wdrb-L Twr Stor,Dbl Drs-L Int Stor,FF-R Int Stor,Up Shlvs & Full Wdrb-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Full Wardrobe,Storage-Unit-Teknion-Tower : Full Wardrobe,1,0
"Left Full Wardrobe, Double Doors, Right Upper Wardrobe & Lower Door, File File",ZXDS108904DDFF5N,"Stor Wall w/Dbl Stor Int,108""wx90""h,Full Wdrb-L Twr Stor,Dbl Drs-L Int Stor,FF-R Int Stor,Up Wdrb & Low Dr-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Full Wardrobe,Storage-Unit-Teknion-Tower : Upper Wardrobe & Lower Door,1,0
"Left Full Wardrobe, Double Doors, Right Upper Wardrobe & File File Pedestal, File File",ZXDS108904DDFF6N,"Stor Wall w/Dbl Stor Int,108""wx90""h,Full Wdrb-L Twr Stor,Dbl Drs-L Int Stor,FF-R Int Stor,Up Wdrb & FF Ped-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Full Wardrobe,Storage-Unit-Teknion-Tower : Upper Wardrobe & File/File Pedestal,1,0
"Left Full Wardrobe, Double Doors, Right Upper Wardrobe & Box Box File Pedestal, File File",ZXDS108904DDFF7N,"Stor Wall w/Dbl Stor Int,108""wx90""h,Full Wdrb-L Twr Stor,Dbl Drs-L Int Stor,FF-R Int Stor,Up Wdrb & BBF Ped-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Full Wardrobe,Storage-Unit-Teknion-Tower : Upper Wardrobe & Box/Box/File Pedestal,1,0
"Left Full Wardrobe, File File, Right Upper Shelves & Lower Door, Double Doors",ZXDS108904FFDD1N,"Stor Wall w/Dbl Stor Int,108""wx90""h,Full Wdrb-L Twr Stor,FF-L Int Stor,Dbl Drs-R Int Stor,Up Shlvs & Low Dr-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Full Wardrobe,Storage-Unit-Teknion-Tower : Upper Shelves & Lower Door,0,1
"Left Full Wardrobe, File File, Right Upper Shelves & File File Pedestal, Double Doors",ZXDS108904FFDD2N,"Stor Wall w/Dbl Stor Int,108""wx90""h,Full Wdrb-L Twr Stor,FF-L Int Stor,Dbl Drs-R Int Stor,Up Shlvs & FF Ped-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Full Wardrobe,Storage-Unit-Teknion-Tower : Upper Shelves & File/File Pedestal,0,1
"Left Full Wardrobe, File File, Right Upper Shelves & Box Box File Pedestal, Double Doors",ZXDS108904FFDD3N,"Stor Wall w/Dbl Stor Int,108""wx90""h,Full Wdrb-L Twr Stor,FF-L Int Stor,Dbl Drs-R Int Stor,Up Shlvs & BBF Ped-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Full Wardrobe,Storage-Unit-Teknion-Tower : Upper Shelves & Box/Box/File Pedestal,0,1
"Left Full Wardrobe, File File, Right Full Wardrobe, Double Doors",ZXDS108904FFDD4N,"Stor Wall w/Dbl Stor Int,108""wx90""h,Full Wdrb-L Twr Stor,FF-L Int Stor,Dbl Drs-R Int Stor,Up Shlvs & Full Wdrb-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Full Wardrobe,Storage-Unit-Teknion-Tower : Full Wardrobe,0,1
"Left Full Wardrobe, File File, Right Upper Wardrobe & Lower Door, Double Doors",ZXDS108904FFDD5N,"Stor Wall w/Dbl Stor Int,108""wx90""h,Full Wdrb-L Twr Stor,FF-L Int Stor,Dbl Drs-R Int Stor,Up Wdrb & Low Dr-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Full Wardrobe,Storage-Unit-Teknion-Tower : Upper Wardrobe & Lower Door,0,1
"Left Full Wardrobe, File File, Right Upper Wardrobe & File File Pedestal, Double Doors",ZXDS108904FFDD6N,"Stor Wall w/Dbl Stor Int,108""wx90""h,Full Wdrb-L Twr Stor,FF-L Int Stor,Dbl Drs-R Int Stor,Up Wdrb & FF Ped-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Full Wardrobe,Storage-Unit-Teknion-Tower : Upper Wardrobe & File/File Pedestal,0,1
"Left Full Wardrobe, File File, Right Upper Wardrobe & Box Box File Pedestal, Double Doors",ZXDS108904FFDD7N,"Stor Wall w/Dbl Stor Int,108""wx90""h,Full Wdrb-L Twr Stor,FF-L Int Stor,Dbl Drs-R Int Stor,Up Wdrb & BBF Ped-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Full Wardrobe,Storage-Unit-Teknion-Tower : Upper Wardrobe & Box/Box/File Pedestal,0,1
"Left Full Wardrobe, File File, Right Upper Shelves & Lower Door, File File",ZXDS108904FFFF1N,"Stor Wall w/Dbl Stor Int,108""wx90""h,Full Wdrb-L Twr Stor,FF-L Int Stor,FF-R Int Stor,Up Shlvs & Low Dr-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Full Wardrobe,Storage-Unit-Teknion-Tower : Upper Shelves & Lower Door,0,0
"Left Full Wardrobe, File File, Right Upper Shelves & File File Pedestal, File File",ZXDS108904FFFF2N,"Stor Wall w/Dbl Stor Int,108""wx90""h,Full Wdrb-L Twr Stor,FF-L Int Stor,FF-R Int Stor,Up Shlvs & FF Ped-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Full Wardrobe,Storage-Unit-Teknion-Tower : Upper Shelves & File/File Pedestal,0,0
"Left Full Wardrobe, File File, Right Upper Shelves & Box Box File Pedestal, File File",ZXDS108904FFFF3N,"Stor Wall w/Dbl Stor Int,108""wx90""h,Full Wdrb-L Twr Stor,FF-L Int Stor,FF-R Int Stor,Up Shlvs & BBF Ped-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Full Wardrobe,Storage-Unit-Teknion-Tower : Upper Shelves & Box/Box/File Pedestal,0,0
"Left Full Wardrobe, File File, Right Full Wardrobe, File File",ZXDS108904FFFF4N,"Stor Wall w/Dbl Stor Int,108""wx90""h,Full Wdrb-L Twr Stor,FF-L Int Stor,FF-R Int Stor,Up Shlvs & Full Wdrb-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Full Wardrobe,Storage-Unit-Teknion-Tower : Full Wardrobe,0,0
"Left Full Wardrobe, File File, Right Upper Wardrobe & Lower Door, File File",ZXDS108904FFFF5N,"Stor Wall w/Dbl Stor Int,108""wx90""h,Full Wdrb-L Twr Stor,FF-L Int Stor,FF-R Int Stor,Up Wdrb & Low Dr-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Full Wardrobe,Storage-Unit-Teknion-Tower : Upper Wardrobe & Lower Door,0,0
"Left Full Wardrobe, File File, Right Upper Wardrobe & File File Pedestal, File File",ZXDS108904FFFF6N,"Stor Wall w/Dbl Stor Int,108""wx90""h,Full Wdrb-L Twr Stor,FF-L Int Stor,FF-R Int Stor,Up Wdrb & FF Ped-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Full Wardrobe,Storage-Unit-Teknion-Tower : Upper Wardrobe & File/File Pedestal,0,0
"Left Full Wardrobe, File File, Right Upper Wardrobe & Box Box File Pedestal, File File",ZXDS108904FFFF7N,"Stor Wall w/Dbl Stor Int,108""wx90""h,Full Wdrb-L Twr Stor,FF-L Int Stor,FF-R Int Stor,Up Wdrb & BBF Ped-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Full Wardrobe,Storage-Unit-Teknion-Tower : Upper Wardrobe & Box/Box/File Pedestal,0,0
"Left Upper Wardrobe & Lower Door, Double Doors, Right Upper Shelves & Lower Door, Double Doors",ZXDS108905DDDD1N,"Stor Wall w/Dbl Stor Int,108""wx90""h,Up Wdrb & Low Dr-L Twr Stor,Dbl Drs-L Int Stor,Dbl Drs-R Int Stor,Up Shlvs & Low Dr-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Upper Wardrobe & Lower Door,Storage-Unit-Teknion-Tower : Upper Shelves & Lower Door,1,1
"Left Upper Wardrobe & Lower Door, Double Doors, Right Upper Shelves & File File Pedestal, Double Doors",ZXDS108905DDDD2N,"Stor Wall w/Dbl Stor Int,108""wx90""h,Up Wdrb & Low Dr-L Twr Stor,Dbl Drs-L Int Stor,Dbl Drs-R Int Stor,Up Shlvs & FF Ped-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Upper Wardrobe & Lower Door,Storage-Unit-Teknion-Tower : Upper Shelves & File/File Pedestal,1,1
"Left Upper Wardrobe & Lower Door, Double Doors, Right Upper Shelves & Box Box File Pedestal, Double Doors",ZXDS108905DDDD3N,"Stor Wall w/Dbl Stor Int,108""wx90""h,Up Wdrb & Low Dr-L Twr Stor,Dbl Drs-L Int Stor,Dbl Drs-R Int Stor,Up Shlvs & BBF Ped-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Upper Wardrobe & Lower Door,Storage-Unit-Teknion-Tower : Upper Shelves & Box/Box/File Pedestal,1,1
"Left Upper Wardrobe & Lower Door, Double Doors, Right Full Wardrobe, Double Doors",ZXDS108905DDDD4N,"Stor Wall w/Dbl Stor Int,108""wx90""h,Up Wdrb & Low Dr-L Twr Stor,Dbl Drs-L Int Stor,Dbl Drs-R Int Stor,Up Shlvs & Full Wdrb-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Upper Wardrobe & Lower Door,Storage-Unit-Teknion-Tower : Full Wardrobe,1,1
"Left Upper Wardrobe & Lower Door, Double Doors, Right Upper Wardrobe & Lower Door, Double Doors",ZXDS108905DDDD5N,"Stor Wall w/Dbl Stor Int,108""wx90""h,Up Wdrb & Low Dr-L Twr Stor,Dbl Drs-L Int Stor,Dbl Drs-R Int Stor,Up Wdrb & Low Dr-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Upper Wardrobe & Lower Door,Storage-Unit-Teknion-Tower : Upper Wardrobe & Lower Door,1,1
"Left Upper Wardrobe & Lower Door, Double Doors, Right Upper Wardrobe & File File Pedestal, Double Doors",ZXDS108905DDDD6N,"Stor Wall w/Dbl Stor Int,108""wx90""h,Up Wdrb & Low Dr-L Twr Stor,Dbl Drs-L Int Stor,Dbl Drs-R Int Stor,Up Wdrb & FF Ped-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Upper Wardrobe & Lower Door,Storage-Unit-Teknion-Tower : Upper Wardrobe & File/File Pedestal,1,1
"Left Upper Wardrobe & Lower Door, Double Doors, Right Upper Wardrobe & Box Box File Pedestal, Double Doors",ZXDS108905DDDD7N,"Stor Wall w/Dbl Stor Int,108""wx90""h,Up Wdrb & Low Dr-L Twr Stor,Dbl Drs-L Int Stor,Dbl Drs-R Int Stor,Up Wdrb & BBF Ped-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Upper Wardrobe & Lower Door,Storage-Unit-Teknion-Tower : Upper Wardrobe & Box/Box/File Pedestal,1,1
